id,ar_name,en_name,fr_name,ar_content,fr_content,en_content,total,transcription,audio_url,tasbih_id,numOrder,ml_name,ml_content,communityId,is_active,created_at,updated_at
24," إِنَّ الله وَ مَلائكتهُ يُصَلّونَ عَلى النَّبيِّ يَا أَيّهَا الّذِينَ آمَنُوا صَلّوا عَلَيْهِ وَ سَلِّمُوا تَسْلِيمًا. صلّى الله عليه و على آله و صحبه و سلّم تسليما.  سُبْحَانَ ربّكَ ربِّ العِزّةِ عمَّا يَصِفُونَ وَ سَلام عَلى المُرْسَلِينَ وَ الحَمْدُ للهِ ربِّ العَالَمِينَ","Indeed, Allah and His angels send blessings upon the Prophet. O you who have believed, ask [Allah to confer] blessings upon him and ask [Allah to grant him] peace. May Allah send blessings upon him and his family and companions and grant them peace. Glory is to your Lord, the Lord of Might, above what they describe. And peace upon the messengers. And praise is to Allah, Lord of the worlds.","En effet, Allah et Ses anges envoient des bénédictions sur le Prophète. Ô vous qui avez cru, demandez [à Allah de conférer] des bénédictions sur lui et demandez-lui [de lui accorder] la paix. Que Allah envoie des bénédictions sur lui, sa famille et ses compagnons, et leur accorde la paix. Gloire à Ton Seigneur, Seigneur de la Puissance, au-dessus de ce qu'ils décrivent. Et paix sur les messagers. Et louange à Allah, Seigneur des mondes."," إِنَّ الله وَ مَلائكتهُ يُصَلّونَ عَلى النَّبيِّ يَا أَيّهَا الّذِينَ آمَنُوا صَلّوا عَلَيْهِ وَ سَلِّمُوا تَسْلِيمًا. صلّى الله عليه و على آله و صحبه و سلّم تسليما.  سُبْحَانَ ربّكَ ربِّ العِزّةِ عمَّا يَصِفُونَ وَ سَلام عَلى المُرْسَلِينَ وَ الحَمْدُ للهِ ربِّ العَالَمِينَ","En effet, Allah et Ses anges envoient des bénédictions sur le Prophète. Ô vous qui avez cru, demandez [à Allah de conférer] des bénédictions sur lui et demandez-lui [de lui accorder] la paix. Que Allah envoie des bénédictions sur lui, sa famille et ses compagnons, et leur accorde la paix. Gloire à Ton Seigneur, Seigneur de la Puissance, au-dessus de ce qu'ils décrivent. Et paix sur les messagers. Et louange à Allah, Seigneur des mondes.","Indeed, Allah and His angels send blessings upon the Prophet. O you who have believed, ask [Allah to confer] blessings upon him and ask [Allah to grant him] peace. May Allah send blessings upon him and his family and companions and grant them peace. Glory is to your Lord, the Lord of Might, above what they describe. And peace upon the messengers. And praise is to Allah, Lord of the worlds.",1,"Inna Allah wa mala'ikatahoo yusalloona 'ala an-Nabiyy, ya ayyuhal-ladhina amanu sallu 'alayhi wa sallimu tasleeman. Salla Allah 'alayhi wa 'ala aalihi wa sahbihi wa sallim tasleeman. Subhana Rabbika Rabbil 'izzati 'amma yasifoon, wa salamun 'ala al-mursaleen, walhamdu lillahi Rabbil 'alameen.",,4,5,"Sesungguhnya Allah dan para malaikat-Nya bersalawat kepada Nabi. Wahai orang-orang yang beriman, bersalawatlah kepada-Nya dan ucapkanlah salam dengan sepenuh-penuhnya. Semoga Allah memberkati Nabi dan keluarganya serta sahabat-sahabatnya dan memberinya keamanan. Maha Suci Tuhanmu, Tuhan Yang Maha Perkasa, dari apa yang mereka sifatkan. Dan selamat sejahtera ke atas para rasul. Dan pujian adalah bagi Allah, Tuhan sekalian alam.","Sesungguhnya Allah dan para malaikat-Nya bersalawat kepada Nabi. Wahai orang-orang yang beriman, bersalawatlah kepada-Nya dan ucapkanlah salam dengan sepenuh-penuhnya. Semoga Allah memberkati Nabi dan keluarganya serta sahabat-sahabatnya dan memberinya keamanan. Maha Suci Tuhanmu, Tuhan Yang Maha Perkasa, dari apa yang mereka sifatkan. Dan selamat sejahtera ke atas para rasul. Dan pujian adalah bagi Allah, Tuhan sekalian alam.",1,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
25,لا اله إلا الله,There is no god but Allah,Il n'y a de dieu qu'Allah,لا اله إلا الله,Il n'y a de dieu qu'Allah,There is no god but Allah,1200,Lā ilāha illā Allāh.,,4,6,Tiada tuhan selain Allah,Tiada tuhan selain Allah,1,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
26,فاتحة الكتاب,Opening of the book,Prologue,"سيّدنا محمّد رسول الله عليه سلام الله
 أعوذ بالله من الشيطان الرّجيم
بِسۡمِ ٱللَّهِ ٱلرَّحۡمَٰنِ ٱلرَّحِيمِ (1) ٱلۡحَمۡدُ لِلَّهِ رَبِّ ٱلۡعَٰلَمِينَ (2) ٱلرَّحۡمَٰنِ ٱلرَّحِيمِ (3) مَٰلِكِ يَوۡمِ ٱلدِّينِ (4) إِيَّاكَ نَعۡبُدُ وَإِيَّاكَ نَسۡتَعِينُ (5) ٱهۡدِنَا ٱلصِّرَٰطَ ٱلۡمُسۡتَقِيمَ (6) صِرَٰطَ ٱلَّذِينَ أَنۡعَمۡتَ عَلَيۡهِمۡ غَيۡرِ ٱلۡمَغۡضُوبِ عَلَيۡهِمۡ وَلَا ٱلضَّآلِّينَ (7)","1. Au nom d’Allah, le Tout Miséricordieux, le Très Miséricordieux. 2. Louange à Allah, Seigneur de l’univers. 3. Le Tout Miséricordieux, le Très Miséricordieux, 4. Maître du Jour de la rétribution. 5. C’est Toi [Seul] que nous adorons, et c’est Toi [Seul] dont nous implorons secours. 6. Guide-nous dans le droit chemin, 7. le chemin de ceux que Tu as comblés de faveurs, non pas de ceux qui ont encouru Ta colère, ni des égarés","In the name of God, the Most Gracious, the Most Merciful. (1) All praise is due to God, Lord of the worlds. (2) The Most Gracious, the Most Merciful. (3) Master of the Day of Judgment. (4) You alone do we worship, and You alone do we ask for help. (5) Guide us to the straight path. (6) The path of those upon whom You have bestowed favor, except for (7) Those who incur wrath, nor those who go astray.",1,Bismi-llāhi r-raḥmāni r-raḥīm (1) Al-ḥamdu li-llāhi Rabbi l-ʿālamīn (2) Ar-raḥmāni r-raḥīm (3) Māliki yawmi d-dīn (4) Iyyāka naʿbudu wa iyyāka nastaʿīn (5) Ihdinā ṣ-ṣirāta l-mustaqīm (6) Ṣirāta lladhīna anʿamta ʿalayhim ghayri l-maghḍūbi ʿalayhim wa lā ḍ-ḍāllīn,assets/fatiha.mp3,4,7,Doa pembukaan,"Dengan nama Allah, Yang Maha Pemurah, Yang Maha Penyayang.
Segala puji bagi Allah, Tuhan semesta alam.
Yang Maha Pemurah, Yang Maha Penyayang,
Pemilik Hari Pembalasan.
Hanya kepada Engkau kami menyembah, dan hanya kepada Engkau kami mohon pertolongan.
Tunjukilah kami jalan yang lurus,
iaitu jalan orang-orang yang Engkau telah kurniakan nikmat kepada mereka, bukan jalan mereka yang dimurkai, dan bukan pula jalan mereka yang sesat.",1,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
27," إِنَّ الله وَ مَلائكتهُ يُصَلّونَ عَلى النَّبيِّ يَا أَيّهَا الّذِينَ آمَنُوا صَلّوا عَلَيْهِ وَ سَلِّمُوا تَسْلِيمًا. صلّى الله عليه و على آله و صحبه و سلّم تسليما.  سُبْحَانَ ربّكَ ربِّ العِزّةِ عمَّا يَصِفُونَ وَ سَلام عَلى المُرْسَلِينَ وَ الحَمْدُ للهِ ربِّ العَالَمِينَ","Indeed, Allah and His angels send blessings upon the Prophet. O you who have believed, ask [Allah to confer] blessings upon him and ask [Allah to grant him] peace. May Allah send blessings upon him and his family and companions and grant them peace. Glory is to your Lord, the Lord of Might, above what they describe. And peace upon the messengers. And praise is to Allah, Lord of the worlds.","En effet, Allah et Ses anges envoient des bénédictions sur le Prophète. Ô vous qui avez cru, demandez [à Allah de conférer] des bénédictions sur lui et demandez-lui [de lui accorder] la paix. Que Allah envoie des bénédictions sur lui, sa famille et ses compagnons, et leur accorde la paix. Gloire à Ton Seigneur, Seigneur de la Puissance, au-dessus de ce qu'ils décrivent. Et paix sur les messagers. Et louange à Allah, Seigneur des mondes."," إِنَّ الله وَ مَلائكتهُ يُصَلّونَ عَلى النَّبيِّ يَا أَيّهَا الّذِينَ آمَنُوا صَلّوا عَلَيْهِ وَ سَلِّمُوا تَسْلِيمًا. صلّى الله عليه و على آله و صحبه و سلّم تسليما.  سُبْحَانَ ربّكَ ربِّ العِزّةِ عمَّا يَصِفُونَ وَ سَلام عَلى المُرْسَلِينَ وَ الحَمْدُ للهِ ربِّ العَالَمِينَ","En effet, Allah et Ses anges envoient des bénédictions sur le Prophète. Ô vous qui avez cru, demandez [à Allah de conférer] des bénédictions sur lui et demandez-lui [de lui accorder] la paix. Que Allah envoie des bénédictions sur lui, sa famille et ses compagnons, et leur accorde la paix. Gloire à Ton Seigneur, Seigneur de la Puissance, au-dessus de ce qu'ils décrivent. Et paix sur les messagers. Et louange à Allah, Seigneur des mondes.","Indeed, Allah and His angels send blessings upon the Prophet. O you who have believed, ask [Allah to confer] blessings upon him and ask [Allah to grant him] peace. May Allah send blessings upon him and his family and companions and grant them peace. Glory is to your Lord, the Lord of Might, above what they describe. And peace upon the messengers. And praise is to Allah, Lord of the worlds.",1,"Inna Allah wa mala'ikatahoo yusalloona 'ala an-Nabiyy, ya ayyuhal-ladhina amanu sallu 'alayhi wa sallimu tasleeman. Salla Allah 'alayhi wa 'ala aalihi wa sahbihi wa sallim tasleeman. Subhana Rabbika Rabbil 'izzati 'amma yasifoon, wa salamun 'ala al-mursaleen, walhamdu lillahi Rabbil 'alameen.",,4,8,"Sesungguhnya Allah dan para malaikat-Nya bersalawat kepada Nabi. Wahai orang-orang yang beriman, bersalawatlah kepada-Nya dan ucapkanlah salam dengan sepenuh-penuhnya. Semoga Allah memberkati Nabi dan keluarganya serta sahabat-sahabatnya dan memberinya keamanan. Maha Suci Tuhanmu, Tuhan Yang Maha Perkasa, dari apa yang mereka sifatkan. Dan selamat sejahtera ke atas para rasul. Dan pujian adalah bagi Allah, Tuhan sekalian alam.","Sesungguhnya Allah dan para malaikat-Nya bersalawat kepada Nabi. Wahai orang-orang yang beriman, bersalawatlah kepada-Nya dan ucapkanlah salam dengan sepenuh-penuhnya. Semoga Allah memberkati Nabi dan keluarganya serta sahabat-sahabatnya dan memberinya keamanan. Maha Suci Tuhanmu, Tuhan Yang Maha Perkasa, dari apa yang mereka sifatkan. Dan selamat sejahtera ke atas para rasul. Dan pujian adalah bagi Allah, Tuhan sekalian alam.",1,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
28,دعاء الإفتتاح,Opening Prayer,"Je cherche refuge auprès de Dieu contre le maudit Satan. Je cherche refuge auprès de toi et de sa progéniture contre le maudit Satan.
Mon Seigneur, je cherche refuge auprès de Toi contre les incitations des démons, et je cherche refuge auprès de Toi, mon Seigneur, contre leur présence.","عُوذُ بِاللَّهِ مِنَ الشَّيطَانِ الرَّجِيمِ اني اعوذ ها بك وذريتها من الشيطان الرجيم
رَبِّ أَعُوذُ بِكَ مِنْ هَمَزَاتِ الشَّيَاطِينِ  وَأَعُوذُ بِكَ رَبِّ أَنْ يَحْضُرُون","Je cherche refuge auprès de Dieu contre le maudit Satan. Je cherche refuge auprès de toi et de sa progéniture contre le maudit Satan.
Mon Seigneur, je cherche refuge auprès de Toi contre les incitations des démons, et je cherche refuge auprès de Toi, mon Seigneur, contre leur présence.","I seek refuge in Allah from Satan, the accursed. I seek refuge for her and her offspring with You from Satan, the accursed. My Lord, I seek refuge in You from the insinuations of the devils. And I seek refuge in You, my Lord, lest they be present.",1,A‘ūdhu billāhi min ash-shayṭāni r-rajīm. A‘ūdhu biha wa dhurriyyatihā bika min ash-shayṭāni r-rajīm. Rabbi a‘ūdhu bika min hamazāt ash-shayāṭīn. Wa a‘ūdhu bika rabbi an yaḥḍurūn.,https://media.blubrry.com/muslim_central_quran/podcasts.qurancentral.com/abdullah-basfar/abdullah-basfar-114.mp3,5,1,"Ya Allah, aku berniat untuk membaca litani ini dalam memuliakan dan memuji-Mu, dengan mencari keredhaan-Mu dan mengharapkan Wajah-Mu yang mulia. Aku melakukannya dengan tulus untuk-Mu dan kerana cinta-Mu. Aku berbicara dengan pertolongan-Mu, bantuan-Mu, kekuatan-Mu, dan kekuasaan-Mu. Dan aku bergantung pada apa yang Engkau telah kurniakan kepadaku dalam bentuk nikmat dan kejayaan, dengan mencari bantuan-Mu","Saya berlindung dengan Allah daripada syaitan yang terkutuk. Saya berlindung bagi dia dan keturunannya dengan-Mu daripada syaitan yang terkutuk. Tuhanku, aku berlindung dengan-Mu daripada bisikan-bisikan syaitan. Dan aku berlindung dengan-Mu, Tuhanku, agar mereka tidak hadir.",2,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
29,"أعُوذُ بِكَلِمَاتِ اللهِ التَّامَّةِ مِنْ شَرِّ مَا خَلَقَ  
",I seek refuge in the perfect words of Allah from the evil of what He has created.,Je cherche refuge dans les paroles parfaites d’Allah contre le mal de ce qu’Il a créé.,"أعُوذُ بِكَلِمَاتِ اللهِ التَّامَّةِ مِنْ شَرِّ مَا خَلَقَ  
",Je cherche refuge dans les paroles parfaites d’Allah contre le mal de ce qu’Il a créé.,I seek refuge in the perfect words of Allah from the evil of what He has created.,3,A‘ūdhu bikalimāti-llāhi t-tāmmati min sharri mā khalaq,https://media.blubrry.com/muslim_central_quran/podcasts.qurancentral.com/abdullah-basfar/abdullah-basfar-114.mp3,5,2,Aku berlindung dengan kata-kata Allah yang sempurna daripada kejahatan yang diciptakan-Nya.,Aku berlindung dengan kata-kata Allah yang sempurna daripada kejahatan yang diciptakan-Nya.,2,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
30,بِسۡمِ ٱللَّهِ ٱلرَّحۡمَٰنِ ٱلرَّحِيمِ,"In the name of Allah, the Most Gracious, the Most Merciful.","Au nom d'Allah, le Tout Miséricordieux, le Très Miséricordieux.",بِسۡمِ ٱللَّهِ ٱلرَّحۡمَٰنِ ٱلرَّحِيمِ,"Au nom d'Allah, le Tout Miséricordieux, le Très Miséricordieux.","In the name of Allah, the Most Gracious, the Most Merciful.",1,Bismillāhi r-raḥmāni r-raḥīm,https://media.blubrry.com/muslim_central_quran/podcasts.qurancentral.com/abdullah-basfar/abdullah-basfar-114.mp3,5,3,"Dengan nama Allah, Yang Maha Pemurah, lagi Maha Penyayang.","Dengan nama Allah, Yang Maha Pemurah, lagi Maha Penyayang.",2,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
31,"بسمِ اللَّهِ الَّذي لا يضرُّ معَ اسمِهِ شيءٌ في الأرضِ ولا في السَّماءِ وَهوَ السَّميعُ العليمُ ","In the name of Allah, with whose name nothing can harm on earth or in the sky, and He is the All-Hearing, the All-Knowing","Au nom d'Allah, avec Son nom rien ne peut nuire ni sur la terre, ni dans le ciel, et Il est l'Audient, l'Omniscient","بسمِ اللَّهِ الَّذي لا يضرُّ معَ اسمِهِ شيءٌ في الأرضِ ولا في السَّماءِ وَهوَ السَّميعُ العليمُ ","Au nom d'Allah, avec Son nom rien ne peut nuire ni sur la terre, ni dans le ciel, et Il est l'Audient, l'Omniscient","In the name of Allah, with whose name nothing can harm on earth or in the sky, and He is the All-Hearing, the All-Knowing",3,Bismi-llāhi lladhī lā yaḍurru ma‘a ismihi shay'un fi-l-arḍi wa-lā fi-s-samā' wa huwa-s-samī‘u-l-‘alīm,https://media.blubrry.com/muslim_central_quran/podcasts.qurancentral.com/abdullah-basfar/abdullah-basfar-114.mp3,5,4,"Dengan nama Allah, dengan nama-Nya tidak ada sesuatu pun yang boleh mendatangkan bahaya, baik di bumi mahupun di langit, dan Dia Maha Mendengar, Maha Mengetahui","Dengan nama Allah, dengan nama-Nya tidak ada sesuatu pun yang boleh mendatangkan bahaya, baik di bumi mahupun di langit, dan Dia Maha Mendengar, Maha Mengetahui",2,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
32,بسم الله ذي الشأن العظيم، عظيم البرهان، شديد السلطان، ما شاء الله كان، أعوذ بالله من الشيطان,"In the name of Allah, the One of great majesty, immense proof, and mighty authority. What Allah wills happens. I seek refuge in Allah from Satan.","Au nom d'Allah, Celui qui a une grande importance, à la preuve immense, au pouvoir redoutable. Ce qu'Allah veut arrive. Je cherche refuge auprès d'Allah contre Satan.",بسم الله ذي الشأن العظيم، عظيم البرهان، شديد السلطان، ما شاء الله كان، أعوذ بالله من الشيطان,"Au nom d'Allah, Celui qui a une grande importance, à la preuve immense, au pouvoir redoutable. Ce qu'Allah veut arrive. Je cherche refuge auprès d'Allah contre Satan.","In the name of Allah, the One of great majesty, immense proof, and mighty authority. What Allah wills happens. I seek refuge in Allah from Satan.",3,"Bismi-llāhi dhī-sh-sha'ni-l-‘aẓīm, ‘aẓīmi-l-burhān, shadīdi-s-sulṭān, mā shā’a-llāhu kān, a‘ūdhu billāhi min ash-shayṭān",https://media.blubrry.com/muslim_central_quran/podcasts.qurancentral.com/abdullah-basfar/abdullah-basfar-114.mp3,5,5,"Dengan nama Allah, yang mempunyai urusan yang agung, bukti yang besar, kekuasaan yang kuat. Apa yang Allah kehendaki pasti terjadi. Aku berlindung dengan Allah daripada syaitan.","Dengan nama Allah, yang mempunyai urusan yang agung, bukti yang besar, kekuasaan yang kuat. Apa yang Allah kehendaki pasti terjadi. Aku berlindung dengan Allah daripada syaitan.",2,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
33,"
اللهُ لاَ إِلَهَ إِلاَّ هُوَ الحَيُّ القَيُّومُ لاَ تَأْخُذُهُ سِنَةٌ وَ لاَ نَوْمٌ لَهُ مَا فِي السَّمَاوَاتِ وَ مَا فِي الأَرْضِ مَنْ ذَا الَّذِي يَشْفَعُ عِنْدَهُ إِلاَّ بِإِذْنِهِ يَعْلَمُ مَا بَيْنَ أَيْدِيهِمْ وَ مَا خَلْفَهُمْ وَ لاَ يُحِيطُونَ بِشَيْءٍ مِنْ عِلْمِهِ إِلاَّ بِمَا شَاءَ وَسِعَ كُرْسِيُّهُ السَّمَاوَاتِ وَ الأَرْضَ وَ لاَ يَئُودُهُ حِفْظُهُمَا وَ هُوَ العَلَيُّ العَظِيمُ
","Allah! There is no deity except Him, the Ever-Living, the Sustainer of all existence. Neither drowsiness overtakes Him nor sleep. To Him belongs whatever is in the heavens and whatever is on the earth. Who is it that can intercede with Him except by His permission? He knows what is before them and what will be after them, and they encompass not a thing of His knowledge except for what He wills. His Kursi (Throne) extends over the heavens and the earth, and their preservation tires Him not. And He is the Most High, the Most Great.","Allah ! Il n'y a pas de divinité à part Lui, le Vivant, Celui qui subsiste par Lui-même (al-Qayyûm). Ni somnolence ni sommeil ne Le saisissent. À Lui appartient ce qui est dans les cieux et sur la terre. Qui peut intercéder auprès de Lui sans Sa permission ? Il sait ce qui est devant eux et ce qui est derrière eux. Et ils n'embrassent de Sa science que ce qu'Il veut. Son Trône (Kursi) s’étend sur les cieux et la terre, et leur garde ne Lui cause aucune fatigue. Et Il est le Très Haut, le Très Grand.","
اللهُ لاَ إِلَهَ إِلاَّ هُوَ الحَيُّ القَيُّومُ لاَ تَأْخُذُهُ سِنَةٌ وَ لاَ نَوْمٌ لَهُ مَا فِي السَّمَاوَاتِ وَ مَا فِي الأَرْضِ مَنْ ذَا الَّذِي يَشْفَعُ عِنْدَهُ إِلاَّ بِإِذْنِهِ يَعْلَمُ مَا بَيْنَ أَيْدِيهِمْ وَ مَا خَلْفَهُمْ وَ لاَ يُحِيطُونَ بِشَيْءٍ مِنْ عِلْمِهِ إِلاَّ بِمَا شَاءَ وَسِعَ كُرْسِيُّهُ السَّمَاوَاتِ وَ الأَرْضَ وَ لاَ يَئُودُهُ حِفْظُهُمَا وَ هُوَ العَلَيُّ العَظِيمُ
","Allah ! Il n'y a pas de divinité à part Lui, le Vivant, Celui qui subsiste par Lui-même (al-Qayyûm). Ni somnolence ni sommeil ne Le saisissent. À Lui appartient ce qui est dans les cieux et sur la terre. Qui peut intercéder auprès de Lui sans Sa permission ? Il sait ce qui est devant eux et ce qui est derrière eux. Et ils n'embrassent de Sa science que ce qu'Il veut. Son Trône (Kursi) s’étend sur les cieux et la terre, et leur garde ne Lui cause aucune fatigue. Et Il est le Très Haut, le Très Grand.","Allah! There is no deity except Him, the Ever-Living, the Sustainer of all existence. Neither drowsiness overtakes Him nor sleep. To Him belongs whatever is in the heavens and whatever is on the earth. Who is it that can intercede with Him except by His permission? He knows what is before them and what will be after them, and they encompass not a thing of His knowledge except for what He wills. His Kursi (Throne) extends over the heavens and the earth, and their preservation tires Him not. And He is the Most High, the Most Great.",1,"Allāhu lā ilāha illā huwa-l-ḥayyu-l-qayyūm, lā ta'khudhuhu sinatun wa lā nawm, lahu mā fi-s-samāwāti wa mā fi-l-arḍ, man dhā-l-ladhī yashfa‘u ‘indahu illā bi-idhnih, ya‘lamu mā bayna aydīhim wa mā khalfahum, wa lā yuḥīṭūna bi-shay'in min ‘ilmihi illā bimā shā’a, wasi‘a kursiyyuhu-s-samāwāti wa-l-arḍ, wa lā ya'ūdhu ḥifẓuhumā, wa huwa-l-‘aliyyu-l-‘aẓīm.",https://media.blubrry.com/muslim_central_quran/podcasts.qurancentral.com/abdullah-basfar/abdullah-basfar-114.mp3,5,6,"Allah! Tidak ada Tuhan melainkan Dia, Yang Maha Hidup, Yang Mengurus (makhluk-Nya) tanpa memerlukan bantuan. Dia tidak mengantuk dan tidak tidur. Kepunyaan-Nya apa yang ada di langit dan di bumi. Siapakah yang dapat memberi syafaat di sisi-Nya tanpa izin-Nya? Dia mengetahui apa yang ada di hadapan mereka dan apa yang ada di belakang mereka. Mereka tidak mengetahui apa pun dari ilmu-Nya kecuali apa yang Dia kehendaki. Kursi-Nya meliputi langit dan bumi, dan menjaga kedua-duanya tidak memberatkan-Nya. Dan Dia Maha Tinggi lagi Maha Besar.","Allah! Tidak ada Tuhan melainkan Dia, Yang Maha Hidup, Yang Mengurus (makhluk-Nya) tanpa memerlukan bantuan. Dia tidak mengantuk dan tidak tidur. Kepunyaan-Nya apa yang ada di langit dan di bumi. Siapakah yang dapat memberi syafaat di sisi-Nya tanpa izin-Nya? Dia mengetahui apa yang ada di hadapan mereka dan apa yang ada di belakang mereka. Mereka tidak mengetahui apa pun dari ilmu-Nya kecuali apa yang Dia kehendaki. Kursi-Nya meliputi langit dan bumi, dan menjaga kedua-duanya tidak memberatkan-Nya. Dan Dia Maha Tinggi lagi Maha Besar.",2,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
34,لَقَدۡ جَآءَكُمۡ رَسُولٞ مِّنۡ أَنفُسِكُمۡ عَزِيزٌ عَلَيۡهِ مَا عَنِتُّمۡ حَرِيصٌ عَلَيۡكُم بِٱلۡمُؤۡمِنِينَ رَءُوفٞ رَّحِيمٞ  فَإِن تَوَلَّوۡاْ فَقُلۡ حَسۡبِيَ ٱللَّهُ لَآ إِلَٰهَ إِلَّا هُوَۖ عَلَيۡهِ تَوَكَّلۡتُۖ وَهُوَ رَبُّ ٱلۡعَرۡشِ ٱلۡعَظِيمِ,"Certainly, a Messenger has come to you from among yourselves. Grievous to him is what you suffer; he is concerned over you and to the believers is kind and merciful. But if they turn away, say: ""Sufficient for me is Allah; there is no deity except Him. In Him I have placed my trust, and He is the Lord of the Mighty Throne.""","Il est certes venu à vous un Messager issu de vous-mêmes. Il souffre de vous voir dans la difficulté, il est plein de sollicitude pour vous, et il est compatissant et miséricordieux envers les croyants. Mais s’ils se détournent, dis : ""Allah me suffit. Il n’y a de divinité que Lui. En Lui je place ma confiance, et Il est le Seigneur du Trône immense.""",لَقَدۡ جَآءَكُمۡ رَسُولٞ مِّنۡ أَنفُسِكُمۡ عَزِيزٌ عَلَيۡهِ مَا عَنِتُّمۡ حَرِيصٌ عَلَيۡكُم بِٱلۡمُؤۡمِنِينَ رَءُوفٞ رَّحِيمٞ  فَإِن تَوَلَّوۡاْ فَقُلۡ حَسۡبِيَ ٱللَّهُ لَآ إِلَٰهَ إِلَّا هُوَۖ عَلَيۡهِ تَوَكَّلۡتُۖ وَهُوَ رَبُّ ٱلۡعَرۡشِ ٱلۡعَظِيمِ,"Il est certes venu à vous un Messager issu de vous-mêmes. Il souffre de vous voir dans la difficulté, il est plein de sollicitude pour vous, et il est compatissant et miséricordieux envers les croyants. Mais s’ils se détournent, dis : ""Allah me suffit. Il n’y a de divinité que Lui. En Lui je place ma confiance, et Il est le Seigneur du Trône immense.""","Certainly, a Messenger has come to you from among yourselves. Grievous to him is what you suffer; he is concerned over you and to the believers is kind and merciful. But if they turn away, say: ""Sufficient for me is Allah; there is no deity except Him. In Him I have placed my trust, and He is the Lord of the Mighty Throne.""",1,"Laqad jā’akum rasūlun min anfusikum ‘azīzun ‘alayhi mā ‘anittum ḥarīṣun ‘alaykum bil-mu’minīna ra’ūfun raḥīm. Fa-in tawallaw faqul ḥasbiyallāhu lā ilāha illā huwa, ‘alayhi tawakkaltu wa huwa rabbu-l-‘arshi-l-‘aẓīm.",https://media.blubrry.com/muslim_central_quran/podcasts.qurancentral.com/abdullah-basfar/abdullah-basfar-114.mp3,5,7,"Sesungguhnya telah datang kepada kamu seorang Rasul dari kalangan kamu sendiri. Berat terasa olehnya penderitaan kamu, sangat menginginkan (keimanan dan keselamatan) bagi kamu, dan amat belas kasihan lagi penyayang terhadap orang-orang beriman. Maka jika mereka berpaling, katakanlah: ""Cukuplah Allah bagiku; tidak ada Tuhan selain Dia. Kepada-Nya aku bertawakkal, dan Dia adalah Tuhan Arasy yang agung.""","Sesungguhnya telah datang kepada kamu seorang Rasul dari kalangan kamu sendiri. Berat terasa olehnya penderitaan kamu, sangat menginginkan (keimanan dan keselamatan) bagi kamu, dan amat belas kasihan lagi penyayang terhadap orang-orang beriman. Maka jika mereka berpaling, katakanlah: ""Cukuplah Allah bagiku; tidak ada Tuhan selain Dia. Kepada-Nya aku bertawakkal, dan Dia adalah Tuhan Arasy yang agung.""",2,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
35,وَأُفَوِّضُ أَمْرِي إِلَى اللَّهِ ۚ إِنَّ اللَّهَ بَصِيرٌ بِالْعِبَادِ,"And I entrust my affair to Allah. Indeed, Allah is Seeing of His servants.

","Et je confie mon affaire à Allah. Certes, Allah observe parfaitement Ses serviteurs.

",وَأُفَوِّضُ أَمْرِي إِلَى اللَّهِ ۚ إِنَّ اللَّهَ بَصِيرٌ بِالْعِبَادِ,"Et je confie mon affaire à Allah. Certes, Allah observe parfaitement Ses serviteurs.

","And I entrust my affair to Allah. Indeed, Allah is Seeing of His servants.

",3,"Wa ufawwiḍu amrī ilā-llāh, innallāha baṣīrun bil-‘ibād.",https://media.blubrry.com/muslim_central_quran/podcasts.qurancentral.com/abdullah-basfar/abdullah-basfar-114.mp3,5,8,"Dan aku menyerahkan urusanku kepada Allah. Sesungguhnya, Allah Maha Melihat hamba-hamba-Nya.","Dan aku menyerahkan urusanku kepada Allah. Sesungguhnya, Allah Maha Melihat hamba-hamba-Nya.",2,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
